LEM,POL
bizarra,negative
bizarras,negative
bizarria,negative
bizarro,negative
bizarros,negative
blasfema,negative
blasfemador,negative
blasfemadora,negative
blasfemadoras,negative
blasfemadores,negative
blasfemas,negative
blasfémia,negative
blasfémias,negative
blasfemo,negative
blasfemos,negative
blindada,neutral
blindadas,neutral
blindado,neutral
blindados,neutral
bloqueá,negative
bloqueada,negative
bloqueadas,negative
bloqueado,negative
bloqueados,negative
bloqueai,negative
bloqueais,negative
bloqueámo,negative
bloqueamo,negative
bloqueámos,negative
bloqueamos,negative
bloqueando,negative
bloquear,negative
bloqueará,negative
bloqueara,negative
bloquearam,negative
bloqueáramo,negative
bloqueáramos,negative
bloquearão,negative
bloquearás,negative
bloquearas,negative
bloquearde,negative
bloqueardes,negative
bloqueare,negative
bloquearei,negative
bloqueárei,negative
bloqueareis,negative
bloqueáreis,negative
bloquearem,negative
bloquearemos,negative
bloqueares,negative
bloquearia,negative
bloqueariam,negative
bloquearíamos,negative
bloquearias,negative
bloquearíeis,negative
bloquearmo,negative
bloquearmos,negative
bloqueasse,negative
bloqueásseis,negative
bloqueassem,negative
bloqueássemos,negative
bloqueasses,negative
bloqueaste,negative
bloqueastes,negative
bloqueava,negative
bloqueavam,negative
bloqueávamo,negative
bloqueávamos,negative
bloqueavas,negative
bloqueávei,negative
bloqueáveis,negative
bloqueei,negative
bloqueeis,negative
bloqueemo,negative
bloqueemos,negative
bloqueia,negative
bloqueiam,negative
bloqueias,negative
bloqueie,negative
bloqueiem,negative
bloqueies,negative
bloqueio,negative
bloqueou,negative
boa-samaritana,positive
boa,positive
boas-samaritanas,positive
boas,positive
boateira,negative
boateiras,negative
boateiro,negative
boateiros,negative
boba,negative
bobas,negative
bobo,negative
boboca,negative
bobocas,negative
bobos,negative
boçais,negative
boçal,negative
boceja,negative
bocejado,negative
bocejai,negative
bocejais,negative
bocejam,negative
bocejámo,negative
bocejamo,negative
bocejámos,negative
bocejamos,negative
bocejando,negative
bocejar,negative
bocejará,negative
bocejara,negative
bocejaram,negative
bocejáramo,negative
bocejáramos,negative
bocejarão,negative
bocejarás,negative
bocejaras,negative
bocejardes,negative
bocejarei,negative
bocejareis,negative
bocejáreis,negative
bocejarem,negative
bocejaremos,negative
bocejares,negative
bocejaria,negative
bocejariam,negative
bocejaríamos,negative
bocejarias,negative
bocejaríeis,negative
bocejarmo,negative
bocejarmos,negative
bocejas,negative
bocejasse,negative
bocejásseis,negative
bocejassem,negative
bocejássemos,negative
bocejasses,negative
bocejaste,negative
bocejastes,negative
bocejava,negative
bocejavam,negative
bocejávamo,negative
bocejávamos,negative
bocejavas,negative
bocejáveis,negative
boceje,negative
bocejei,negative
bocejeis,negative
bocejem,negative
bocejemo,negative
bocejemos,negative
bocejes,negative
bocejo,negative
bocejou,negative
bochechuda,negative
bochechudas,negative
bochechudo,negative
bochechudos,negative
bocó,negative
bocós,negative
boêmia,negative
boémia,negative
boêmias,negative
boémias,negative
boêmio,negative
boémio,negative
boêmios,negative
boémios,negative
bojuda,negative
bojudas,negative
bojudo,negative
bojudos,negative
bolachuda,negative
bolachudas,negative
bolachudo,negative
bolachudos,negative
bolchevique,neutral
bolcheviques,neutral
bolchevista,neutral
bolchevistas,neutral
bolorenta,negative
bolorentas,negative
bolorento,negative
bolorentos,negative
bom-samaritano,positive
bom,positive
bombardeá,neutral
bombardeado,neutral
bombardeai,neutral
bombardeais,neutral
bombardeámo,neutral
bombardeamo,neutral
bombardeámos,neutral
bombardeamos,neutral
bombardeando,neutral
bombardear,neutral
bombardeará,neutral
bombardeara,neutral
bombardearam,neutral
bombardeáramo,neutral
bombardeáramos,neutral
bombardearão,neutral
bombardearás,neutral
bombardearas,neutral
bombardearde,neutral
bombardeardes,neutral
bombardeare,neutral
bombardearei,neutral
bombardeárei,neutral
bombardeareis,neutral
bombardeáreis,neutral
bombardearem,neutral
bombardearemos,neutral
bombardeares,neutral
bombardearia,neutral
bombardeariam,neutral
bombardearíamos,neutral
bombardearias,neutral
bombardearíeis,neutral
bombardearmo,neutral
bombardearmos,neutral
bombardeasse,neutral
bombardeásseis,neutral
bombardeassem,neutral
bombardeássemos,neutral
bombardeasses,neutral
bombardeaste,neutral
bombardeastes,neutral
bombardeava,neutral
bombardeavam,neutral
bombardeávamo,neutral
bombardeávamos,neutral
bombardeavas,neutral
bombardeávei,neutral
bombardeáveis,neutral
bombardeei,neutral
bombardeeis,neutral
bombardeemo,neutral
bombardeemos,neutral
bombardeia,neutral
bombardeiam,neutral
bombardeias,neutral
bombardeie,neutral
bombardeiem,neutral
bombardeies,neutral
bombardeio,neutral
bombardeou,neutral
bombeada,negative
bombeadas,negative
bombeado,negative
bombeados,negative
bonacheira,neutral
bonacheirão,neutral
bonacheiras,neutral
bonacheiro,neutral
bonacheirões,neutral
bonacheirona,neutral
bonacheironas,neutral
bonacheiros,neutral
bonapartista,neutral
bonapartistas,neutral
bondade,positive
bondosa,positive
bondosas,positive
bondoso,positive
bondosos,positive
bonita,positive
bonitas,positive
boniteza,positive
bonito,positive
bonitos,positive
bons-samaritanos,positive
bons,positive
borbulhenta,negative
borbulhentas,negative
borbulhento,negative
borbulhentos,negative
borguista,negative
borguistas,negative
borrachuda,negative
borrachudas,negative
borrachudo,negative
borrachudos,negative
borrada,negative
borradas,negative
borrado,negative
borrados,negative
borralheira,neutral
borralheiras,neutral
borralheiro,neutral
borralheiros,neutral
bota,negative
botas,negative
boto,negative
botocuda,negative
botocudas,negative
botocudo,negative
botocudos,negative
botos,negative
braba,neutral
brabas,neutral
brabo,neutral
brabos,neutral
braçais,neutral
braçal,neutral
braceira,positive
braceiras,positive
braceiro,positive
braceiros,positive
branda,neutral
brandas,neutral
brando,neutral
brandos,neutral
brava,neutral
bravas,neutral
bravateador,negative
bravateadora,negative
bravateadoras,negative
bravateadores,negative
bravo,neutral
bravos,neutral
bravura,positive
brega,negative
bregas,negative
brejeira,negative
brejeiras,negative
brejeirice,negative
brejeirices,negative
brejeiro,negative
brejeiros,negative
brejeirota,negative
brejeirotas,negative
brejeirote,negative
brejeirotes,negative
briga,negative
brigador,negative
brigadora,negative
brigadoras,negative
brigadores,negative
brigante,negative
brigantes,negative
brigão,negative
brigas,negative
brigões,negative
brigona,negative
brigonas,negative
briguenta,negative
briguentas,negative
briguento,negative
briguentos,negative
brilha,positive
brilhado,positive
brilhai,positive
brilhais,positive
brilham,positive
brilhámo,positive
brilhamo,positive
brilhámos,positive
brilhamos,positive
brilhando,positive
brilhante,positive
brilhantes,positive
brilhar,positive
brilhará,positive
brilhara,positive
brilharam,positive
brilháramo,positive
brilháramos,positive
brilharão,positive
brilharás,positive
brilharas,positive
brilhardes,positive
brilharei,positive
brilhareis,positive
brilháreis,positive
brilharem,positive
brilharemos,positive
brilhares,positive
brilharete,negative
brilharia,positive
brilhariam,positive
brilharíamos,positive
brilharias,positive
brilharíeis,positive
brilharmo,positive
brilharmos,positive
brilhas,positive
brilhasse,positive
brilhásseis,positive
brilhassem,positive
brilhássemos,positive
brilhasses,positive
brilhaste,positive
brilhastes,positive
brilhava,positive
brilhavam,positive
brilhávamo,positive
brilhávamos,positive
brilhavas,positive
brilháveis,positive
brilhe,positive
brilhei,positive
brilheis,positive
brilhem,positive
brilhemo,positive
brilhemos,positive
brilhes,positive
brilho,positive
brilhou,positive
brinca,negative
brincado,negative
brincais,negative
brincalhão,neutral
brincalhões,neutral
brincalhona,neutral
brincalhonas,neutral
brincam,negative
brincámo,negative
brincamo,negative
brincámos,negative
brincamos,negative
brincando,negative
brincar,negative
brincará,negative
brincara,negative
brincaram,negative
brincáramo,negative
brincáramos,negative
brincarão,negative
brincarás,negative
brincaras,negative
brincardes,negative
brincarei,negative
brincareis,negative
brincáreis,negative
brincarem,negative
brincaremos,negative
brincares,negative
brincaria,negative
brincariam,negative
brincaríamos,negative
brincarias,negative
brincaríeis,negative
brincarmo,negative
brincarmos,negative
brincas,negative
brincasse,negative
brincásseis,negative
brincassem,negative
brincássemos,negative
brincasses,negative
brincaste,negative
brincastes,negative
brincava,negative
brincavam,negative
brincávamo,negative
brincávamos,negative
brincavas,negative
brincáveis,negative
brinco,negative
brincou,negative
brinque,negative
brinquei,negative
brinqueis,negative
brinquem,negative
brinquemos,negative
brinques,negative
brio,positive
briosa,positive
briosas,positive
briosidade,positive
brioso,positive
briosos,positive
broeira,neutral
broeiras,neutral
broeiro,neutral
broeiros,neutral
bronca,negative
broncas,negative
bronco,negative
broncos,negative
bronquice,negative
brônzea,neutral
bronzeada,neutral
bronzeadas,neutral
bronzeado,neutral
bronzeados,neutral
brônzeas,neutral
brônzeo,neutral
brônzeos,neutral
brotada,neutral
brotadas,neutral
brotado,neutral
brotados,neutral
bruna,negative
brunas,negative
brunida,neutral
brunidas,neutral
brunido,neutral
brunidos,neutral
bruno,negative
brunos,negative
brusca,negative
bruscas,negative
brusco,negative
bruscos,negative
bruta,negative
brutais,negative
brutal,negative
brutalidade,negative
brutas,negative
brutidão,negative
bruto,negative
brutos,negative
bruxaria,negative
bucha,negative
buchas,negative
bucólica,neutral
bucólicas,neutral
bucólico,neutral
bucólicos,neutral
budista,neutral
budistas,neutral
bufa,negative
bufas,negative
bufismo,negative
bufo,negative
bufos,negative
bulhão,negative
bulhenta,negative
bulhentas,negative
bulhento,negative
bulhentos,negative
bulhões,negative
bulhona,negative
bulhonas,negative
bulício,negative
buliçosa,negative
buliçosas,negative
buliçoso,negative
buliçosos,negative
burguês,negative
burguesa,negative
burguesas,negative
burgueses,negative
burla,negative
burlada,negative
burladas,negative
burlado,negative
burlador,negative
burladora,negative
burladoras,negative
burladores,negative
burlados,negative
burlão,negative
burlesca,negative
burlescas,negative
burlesco,negative
burlescos,negative
burlista,negative
burlistas,negative
burlões,negative
burlona,negative
burlonas,negative
burocrática,neutral
burocráticas,neutral
burocrático,neutral
burocráticos,neutral
burra,negative
burras,negative
burrice,negative
burro,negative
burros,negative
cabazada,negative
cabeçuda,negative
cabeçudas,negative
cabeçudo,negative
cabeçudos,negative
cabeluda,neutral
cabeludas,neutral
cabeludo,neutral
cabeludos,neutral
cabisbaixa,negative
cabisbaixas,negative
cabisbaixo,negative
cabisbaixos,negative
cabocla,negative
caboclas,negative
caboclo,negative
caboclos,negative
cabotina,negative
cabotinas,negative
cabotino,negative
cabotinos,negative
cabralina,neutral
cabralinas,neutral
cabralino,neutral
cabralinos,neutral
cabrão,negative
cabrões,negative
cabrona,negative
cabronas,negative
cábula,negative
cábulas,negative
caçada,negative
caçadas,negative
caçado,negative
caçados,negative
cacete,negative
caceteira,negative
caceteiras,negative
caceteiro,negative
caceteiros,negative
cacetes,negative
cachaceira,negative
cachaceiras,negative
cachaceiro,negative
cachaceiros,negative
cadastrada,negative
cadastradas,negative
cadastrado,negative
cadastrados,negative
cadavérica,negative
cadavéricas,negative
cadavérico,negative
cadavéricos,negative
cadaverosa,negative
cadaverosas,negative
cadaveroso,negative
cadaverosos,negative
cadente,negative
cadentes,negative
caduca,negative
caducas,negative
caduco,negative
caducos,negative
caem,negative
cafona,negative
cafonas,negative
cafuza,neutral
cafuzas,neutral
caga,negative
cagá,negative
cagado,negative
cagai,negative
cagais,negative
cagam,negative
cagámo,negative
cagamo,negative
cagámos,negative
cagamos,negative
cagando,negative
cagão,negative
cagar,negative
cagará,negative
cagara,negative
cagaram,negative
cagáramo,negative
cagáramos,negative
cagarão,negative
cagarás,negative
cagaras,negative
cagarde,negative
cagardes,negative
cagare,negative
cagarei,negative
cagárei,negative
cagareis,negative
cagáreis,negative
cagarem,negative
cagaremos,negative
cagares,negative
cagaria,negative
cagariam,negative
cagaríamos,negative
cagarias,negative
cagaríeis,negative
cagarmo,negative
cagarmos,negative
cagarola,negative
cagarolas,negative
cagas,negative
cagasse,negative
cagásseis,negative
cagassem,negative
cagássemos,negative
cagasses,negative
cagaste,negative
cagastes,negative
cagativa,negative
cagativas,negative
cagativo,negative
cagativos,negative
cagava,negative
cagavam,negative
cagávamo,negative
cagávamos,negative
cagavas,negative
cagávei,negative
cagáveis,negative
cago,negative
cagões,negative
cagona,negative
cagonas,negative
cagou,negative
cague,negative
caguei,negative
cagueis,negative
caguem,negative
caguemo,negative
caguemos,negative
cagues,negative
caguinchas,negative
caí,negative
cai,negative
caía,negative
caia,negative
caiais,negative
caíam,negative
caiam,negative
caíamo,negative
caiamo,negative
caíamos,negative
caiamos,negative
caías,negative
caias,negative
caída,negative
caídas,negative
caído,negative
caídos,negative
caíeis,negative
caímo,negative
caímos,negative
caindo,negative
caio,negative
caipira,negative
caipiras,negative
cair,negative
cairá,negative
caíra,negative
caíram,negative
caíramo,negative
caíramos,negative
cairão,negative
cairás,negative
caíras,negative
cairdes,negative
cairei,negative
caireis,negative
caíreis,negative
caírem,negative
cairemos,negative
caíres,negative
cairia,negative
cairiam,negative
cairíamos,negative
cairias,negative
